x,y,study
0.9547589424051572,-0.37262476943121714,demo_rnorm_in_r
0.006376960289488353,-1.5249320599840366,demo_rnorm_in_r
0.9829730724910813,-0.11243680806842722,demo_rnorm_in_r
-0.8642197818943453,-1.5132850663218136,demo_rnorm_in_r
0.02201350932996044,-1.503581542647927,demo_rnorm_in_r
-1.9283139675039163,2.0263485619835246,demo_rnorm_in_r
1.170372249474929,1.2258948072779774,demo_rnorm_in_r
0.268980662785108,1.7317991689180503,demo_rnorm_in_r
0.5704596328574961,0.8113127427157207,demo_rnorm_in_r
-0.5231839121358199,1.1062371883663948,demo_rnorm_in_r
0.08595681069469749,-0.11829865281331968,demo_rnorm_in_r
-1.2129885773201872,1.8548394859420372,demo_rnorm_in_r
0.2337148031466521,0.23790029595341747,demo_rnorm_in_r
1.267107812770537,-1.3639709227101564,demo_rnorm_in_r
-0.43523938768687104,0.34011517211583703,demo_rnorm_in_r
0.5982679439476422,-0.052994820692483784,demo_rnorm_in_r
3.0789700546419048,0.18088309407059502,demo_rnorm_in_r
-1.1322625127097858,-1.015080818015954,demo_rnorm_in_r
-0.42015156674457427,-0.8099819622534677,demo_rnorm_in_r
0.057313066486403226,1.4237932322601374,demo_rnorm_in_r
0.14346134177540046,-0.050294620769008966,demo_rnorm_in_r
-0.22032778489003785,-0.13099035203350565,demo_rnorm_in_r
0.16461358841514084,-0.26129188485250243,demo_rnorm_in_r
-0.42647118970066367,1.0726264156630338,demo_rnorm_in_r
-0.8595858755024447,0.08696482400965376,demo_rnorm_in_r
1.0559568419866596,0.015835195056392255,demo_rnorm_in_r
0.4472831120443439,0.7325721442483281,demo_rnorm_in_r
-0.4614744563731701,0.1270127346527931,demo_rnorm_in_r
0.009514782140993614,-1.414152453941727,demo_rnorm_in_r
-0.05443458699404196,-1.1249623751343822,demo_rnorm_in_r
1.2263050094161687,-0.6101170802601348,demo_rnorm_in_r
-1.5502548239933547,0.3833372138195703,demo_rnorm_in_r
-0.19648514965041938,-0.08642001375392255,demo_rnorm_in_r
1.4470713965397854,-0.7256823729685257,demo_rnorm_in_r
-1.1500385551443277,-0.41360606263170213,demo_rnorm_in_r
0.6973444227623883,1.2554436247378178,demo_rnorm_in_r
-0.88850524064665,0.309480814939429,demo_rnorm_in_r
-0.49308573509365083,1.849388823554749,demo_rnorm_in_r
-0.7212810487620894,1.897385686308459,demo_rnorm_in_r
0.5075550123985092,-0.810055074014757,demo_rnorm_in_r
-0.09544311821792466,0.11352048935369517,demo_rnorm_in_r
-0.772701287553516,-0.5238216201034781,demo_rnorm_in_r
0.4455758116267779,-1.8195449029756667,demo_rnorm_in_r
0.34329132205847734,-1.418890975176808,demo_rnorm_in_r
